        A,         B,    NUM_LANES,    CAPACITY,    DISTANCE,    POSTSPD,    FTC2
       225,     22953,         1,     10000,      1.24,     12.50,         0
       225,     23229,         1,     10000,      0.73,     12.50,         0
       225,     23267,         1,     10000,      0.95,     12.50,         0
       226,     22877,         1,     10000,      0.53,     12.50,         0
       226,     23221,         1,     10000,      0.55,     12.50,         0
       226,     23225,         1,     10000,      0.52,     12.50,         0
       227,     23225,         1,     10000,      0.75,     12.50,         0
       227,     23547,         1,     10000,      0.76,     12.50,         0
       228,     23229,         1,     10000,      0.87,     12.50,         0
       228,     23569,         1,     10000,      1.10,     12.50,         0
       229,     23739,         1,     10000,      0.38,     12.50,         0
       229,     23788,         1,     10000,      0.89,     12.50,         0
       230,     23725,         1,     10000,      1.05,     12.50,         0
       230,     24139,         1,     10000,      0.20,     12.50,         0
       231,     23763,         1,     10000,      0.93,     12.50,         0
       231,     23815,         1,     10000,      0.26,     12.50,         0
       231,     23855,         1,     10000,      1.02,     12.50,         0
       231,     23985,         1,     10000,      1.15,     12.50,         0
       232,     23815,         1,     10000,      0.48,     12.50,         0
       232,     23977,         1,     10000,      0.90,     12.50,         0
       233,     23774,         1,     10000,      1.04,     12.50,         0
       233,     23855,         1,     10000,      0.47,     12.50,         0
       233,     23875,         1,     10000,      0.43,     12.50,         0
       233,     23995,         1,     10000,      1.38,     12.50,         0
       234,     23781,         1,     10000,      1.21,     12.50,         0
       234,     23875,         1,     10000,      0.33,     12.50,         0
       234,     23893,         1,     10000,      0.84,     12.50,         0
       234,     23999,         1,     10000,      1.46,     12.50,         0
       235,     23787,         1,     10000,      1.37,     12.50,         0
       235,     23895,         1,     10000,      0.63,     12.50,         0
       235,     23899,         1,     10000,      1.58,     12.50,         0
       235,     23913,         1,     10000,      0.32,     12.50,         0
       236,     25483,         1,     10000,      0.87,     12.50,         0
       237,     25657,         1,     10000,      0.39,     12.50,         0
       238,     23989,         1,     10000,      1.97,     12.50,         0
       238,     24004,         1,     10000,      1.21,     12.50,         0
       238,     24215,         1,     10000,      1.18,     12.50,         0
       238,     25451,         1,     10000,      1.96,     12.50,         0
       239,     23983,         1,     10000,      1.23,     12.50,         0
       239,     24163,         1,     10000,      1.12,     12.50,         0
       239,     24197,         1,     10000,      1.38,     12.50,         0
       240,     23669,         1,     10000,      0.53,     12.50,         0
       240,     23689,         1,     10000,      0.61,     12.50,         0
       241,     23715,         1,     10000,      0.77,     12.50,         0
       241,     23739,         1,     10000,      1.15,     12.50,         0
       242,     23715,         1,     10000,      0.76,     12.50,         0
       242,     23971,         1,     10000,      1.35,     12.50,         0
       242,     24111,         1,     10000,      0.38,     12.50,         0
       243,     24109,         1,     10000,      0.54,     12.50,         0
       243,     24111,         1,     10000,      0.51,     12.50,         0
       243,     24137,         1,     10000,      1.39,     12.50,         0
       244,     24041,         1,     10000,      0.66,     12.50,         0
       244,     24063,         1,     10000,      0.44,     12.50,         0
       244,     24073,         1,     10000,      0.62,     12.50,         0
       245,     24063,         1,     10000,      0.76,     12.50,         0
       245,     24261,         1,     10000,      0.72,     12.50,         0
       245,     24305,         1,     10000,      0.76,     12.50,         0
       246,     24045,         1,     10000,      0.98,     12.50,         0
       247,     24261,         1,     10000,      1.11,     12.50,         0
       248,     24589,         1,     10000,      0.92,     12.50,         0
       248,     24629,         1,     10000,      0.86,     12.50,         0
       249,     23689,         1,     10000,      0.50,     12.50,         0
       249,     23945,         1,     10000,      0.57,     12.50,         0
       249,     24073,         1,     10000,      0.56,     12.50,         0
       250,     24109,         1,     10000,      0.72,     12.50,         0
       250,     24379,         1,     10000,      0.81,     12.50,         0
       250,     24429,         1,     10000,      1.38,     12.50,         0
       251,     24429,         1,     10000,      0.17,     12.50,         0
       251,     24435,         1,     10000,      0.75,     12.50,         0
       252,     24435,         1,     10000,      0.56,     12.50,         0
       252,     24815,         1,     10000,      0.26,     12.50,         0
       252,     24823,         1,     10000,      0.46,     12.50,         0
       253,     24809,         1,     10000,      0.74,     12.50,         0
       253,     24847,         1,     10000,      0.51,     12.50,         0
       253,     24851,         1,     10000,      0.40,     12.50,         0
       254,     24379,         1,     10000,      0.50,     12.50,         0
       254,     24745,         1,     10000,      0.54,     12.50,         0
       254,     24815,         1,     10000,      1.46,     12.50,         0
       255,     24305,         1,     10000,      0.45,     12.50,         0
       255,     24633,         1,     10000,      0.79,     12.50,         0
       255,     24687,         1,     10000,      0.56,     12.50,         0
       256,     24589,         1,     10000,      0.40,     12.50,         0
